MP_Name eta e.eta f.eta Q_A p_Duese_rel p_Duese_abs p_amb H_tot M_Generator M_Lager M_mech P_hyd P_mech ku kcm n_rpm v_ME rho Masse_Aufgelegt Masse_Generator_Sensor Masse_Lager_Sensor phi psi T_Water n_ED Q_ED 
[] [%] [%] [%] [m^3/s] [Pa(r)] [Pa(a)] [Pa(a)] [m] [Nm] [Nm] [Nm] [W] [W] [-] [-] [rpm] [m/s] [kg/m^3] [kg] [kg] [kg] [-] [-] [°C] [-] [-] 
MP01 84.946642 0.174029 0.204868 0.035054 1166053.598090 1262530.306864 96476.708774 120.066953 225.557455 1.859271 227.416726 41217.438988 35012.830499 0.519869 0.686608 1470.199260 4.427661 998.707698 18.999977 4.002242 0.758429 0.276438 3.669282 18.818346 0.234023 0.009513 
MP02 85.460151 0.172936 0.202359 0.035032 1165827.195163 1262305.581767 96478.386603 120.042970 231.135375 1.891038 233.026413 41184.269763 35196.139104 0.510061 0.686263 1442.318775 4.424994 998.704848 18.999977 4.571075 0.771388 0.281612 3.811780 18.832723 0.229608 0.009508 
MP03 85.870615 0.173869 0.202478 0.035006 1165824.425912 1262304.302144 96479.876232 120.041229 236.698113 1.929713 238.627826 41152.131737 35337.588697 0.500094 0.685743 1414.123075 4.421608 998.704266 20.000139 4.138197 0.787164 0.287007 3.965292 18.835706 0.225121 0.009501 
MP04 86.006175 0.173927 0.202226 0.035057 1165760.948315 1262241.943990 96480.995675 120.037846 242.199849 2.083329 244.283178 41210.890342 35443.910332 0.489993 0.686753 1385.541217 4.428053 998.702674 20.000139 4.699261 0.849827 0.293354 4.130359 18.843805 0.220574 0.009515 
MP05 86.080971 0.168407 0.195638 0.035067 1165805.415554 1262284.168626 96478.753072 120.042879 247.547809 2.122002 249.669811 41224.270583 35486.252358 0.479984 0.686932 1357.267615 4.429302 998.703278 21.000010 4.244772 0.865602 0.299550 4.304394 18.840753 0.216069 0.009517 
MP06 86.213842 0.172452 0.200028 0.035041 1165830.982173 1262311.358681 96480.376508 120.043822 252.971635 2.129186 255.100822 41194.392673 35515.268803 0.470148 0.686425 1329.458027 4.426050 998.704947 21.999881 3.798020 0.868533 0.305591 4.486447 18.832222 0.211641 0.009510 
MP07 86.045861 0.166877 0.193940 0.035067 1165621.377776 1262101.859473 96480.481697 120.024359 258.178741 2.128896 260.307637 41218.118918 35466.485226 0.460148 0.686990 1301.075876 4.429334 998.701114 21.999881 4.329037 0.868414 0.312489 4.683495 18.851641 0.207139 0.009518 
MP08 85.875627 0.167124 0.194612 0.035054 1166434.897038 1262916.314148 96481.417110 120.106784 263.668214 2.103507 265.771722 41231.461846 35407.776218 0.449787 0.686505 1272.217203 4.427731 998.700445 23.000042 3.888690 0.858058 0.319462 4.901806 18.856029 0.202475 0.009511 
MP09 85.583282 0.170943 0.199739 0.035064 1166389.996433 1262871.141721 96481.145288 120.102579 268.765295 2.090814 270.856109 41241.423476 35295.763949 0.439956 0.686706 1244.386620 4.428949 998.701874 23.000042 4.408487 0.852880 0.326697 5.123310 18.848648 0.198050 0.009514 
MP10 85.236073 0.169955 0.199393 0.035044 1166268.386086 1262750.241926 96481.855839 120.089138 273.743410 2.087233 275.830643 41213.231775 35128.540287 0.429998 0.686353 1216.155125 4.426421 998.700883 23.999914 3.916280 0.851419 0.334090 5.363379 18.853590 0.193567 0.009509 
MP11 84.795500 0.162082 0.191145 0.035061 1166430.629325 1262914.972749 96484.343424 120.106572 279.309472 2.060467 281.369939 41239.965976 34969.635460 0.419596 0.686648 1186.819821 4.428645 998.702034 23.999914 4.483904 0.840501 0.342519 5.632572 18.847882 0.188884 0.009513 
MP12 85.360472 0.166903 0.195527 0.032046 1168206.632134 1264693.593546 96486.961412 120.123504 257.068608 1.989777 259.058385 37698.185539 32179.349207 0.419340 0.627545 1186.181058 4.047739 998.700258 21.999881 4.215827 0.811665 0.313228 5.647235 18.859079 0.188769 0.008694 
MP13 85.840924 0.174779 0.203608 0.032039 1168238.057135 1264727.141606 96489.084470 120.126685 252.053649 1.995509 254.049158 37691.628615 32354.842327 0.429935 0.627413 1216.166147 4.046938 998.697726 21.999881 3.704404 0.814003 0.305445 5.372357 18.872098 0.193539 0.008692 
MP14 86.298157 0.177983 0.206242 0.032046 1168254.425194 1264741.446840 96487.021646 120.128702 247.691719 1.969838 249.661557 37700.415915 32534.764015 0.439920 0.627543 1244.421108 4.047813 998.697860 21.000010 4.259448 0.803532 0.298574 5.131235 18.871425 0.198034 0.008694 
MP15 86.457115 0.175313 0.202774 0.032030 1168218.500243 1264707.239948 96488.739705 120.124103 242.548735 1.957940 244.506676 37679.751417 32576.826128 0.449784 0.627235 1272.299719 4.045747 998.698512 21.000010 3.734969 0.798678 0.291883 4.908674 18.868048 0.202474 0.008690 
MP16 86.779783 0.176697 0.203615 0.032028 1168179.399368 1264669.778954 96490.379586 120.119932 237.999706 1.942266 239.941972 37676.133216 32695.266755 0.460015 0.627207 1301.217944 4.045496 998.699133 20.000139 4.270933 0.792284 0.285378 4.692758 18.864825 0.207080 0.008690 
MP17 86.840717 0.177656 0.204577 0.032024 1168036.852883 1264528.261789 96491.408906 120.105342 233.086216 1.931860 235.018076 37667.375501 32710.619044 0.469902 0.627176 1329.103735 4.045052 998.697887 20.000139 3.769858 0.788040 0.279360 4.497364 18.871044 0.211530 0.008689 
MP18 86.712344 0.177541 0.204747 0.032032 1168058.817539 1264554.094163 96495.276624 120.107979 227.983277 1.925481 229.908758 37677.428540 32670.981565 0.479757 0.627323 1356.994380 4.046043 998.698006 18.999977 4.249625 0.785438 0.273685 4.314473 18.870465 0.215967 0.008691 
MP19 86.561339 0.177412 0.204955 0.032048 1168078.473410 1264574.491369 96496.017959 120.110957 223.024950 1.913469 224.938418 37697.375384 32631.352800 0.489758 0.627632 1385.296778 4.048088 998.696949 18.999977 3.743978 0.780538 0.268229 4.140054 18.875906 0.220468 0.008695 
MP20 86.382144 0.183432 0.212350 0.032046 1168171.248691 1264668.426689 96497.177998 120.120273 217.987027 1.898119 219.885146 37697.311861 32563.746203 0.499955 0.627558 1414.196803 4.047767 998.697159 18.000106 4.230085 0.774276 0.262727 3.972888 18.874941 0.225059 0.008694 
MP21 86.061548 0.179225 0.208252 0.032035 1168153.903756 1264653.992176 96500.088420 120.117949 212.868082 1.886885 214.754967 37684.140052 32431.554331 0.509826 0.627357 1442.101828 4.046431 998.697169 18.000106 3.708058 0.769694 0.257558 3.820566 18.874875 0.229502 0.008692 
MP22 85.509205 0.180903 0.211559 0.032049 1167876.148116 1264377.578673 96501.430557 120.090328 207.447885 1.873688 209.321573 37691.941457 32230.079484 0.519870 0.627703 1470.343378 4.048200 998.697075 16.999945 4.155470 0.764310 0.252722 3.674336 18.875035 0.234023 0.008696 
MP23 86.248882 0.186154 0.215834 0.029037 1169285.406298 1265787.401511 96501.995212 120.084493 189.459672 1.814589 191.274261 34147.958188 29452.232041 0.519899 0.568725 1470.391767 3.667744 998.697530 14.999912 4.321076 0.740203 0.228963 3.678526 18.874360 0.234037 0.007879 
MP24 86.867261 0.190391 0.219175 0.029052 1169272.706906 1265775.393309 96502.686403 120.083995 194.620458 1.810567 196.431025 34164.789593 29678.016908 0.510133 0.569009 1442.766920 3.669571 998.696564 16.000073 3.847209 0.738562 0.233463 3.820703 18.879293 0.229640 0.007883 
MP25 87.174976 0.190750 0.218813 0.029039 1169359.986720 1265863.783694 96503.796974 120.092448 199.189794 1.807117 200.996911 34151.792196 29771.816716 0.500103 0.568733 1414.449136 3.667922 998.695241 16.000073 4.313187 0.737155 0.238030 3.975520 18.886169 0.225125 0.007879 
MP26 87.330708 0.188442 0.215780 0.029048 1169322.247878 1265826.449852 96504.201975 120.089048 203.823389 1.808371 205.631759 34162.045856 29833.956510 0.489858 0.568928 1385.453783 3.669127 998.695223 16.000073 4.785718 0.737666 0.243092 4.143530 18.886222 0.220513 0.007882 
MP27 87.356351 0.187629 0.214786 0.029049 1169321.830446 1265824.984423 96503.153977 120.088923 208.172295 1.808431 209.980726 34162.750066 29843.331923 0.479863 0.568940 1357.185648 3.669203 998.696145 16.999945 4.229345 0.737691 0.248160 4.317929 18.881499 0.216014 0.007882 
MP28 87.423730 0.183112 0.209453 0.029060 1169240.532385 1265742.638148 96502.105763 120.081386 212.820516 1.813883 214.634399 34174.021285 29876.204076 0.469991 0.569183 1329.221850 3.670651 998.694283 18.000106 3.703207 0.739915 0.253481 4.501215 18.890931 0.211570 0.007886 
MP29 87.228211 0.181508 0.208084 0.029079 1169285.066328 1265788.890685 96503.824357 120.086631 217.055445 1.812681 218.868126 34197.005091 29829.435905 0.460168 0.569527 1301.469228 3.672954 998.695666 18.000106 4.135082 0.739425 0.259048 4.695402 18.883909 0.207148 0.007890 
MP30 87.003938 0.181780 0.208934 0.029071 1169305.174059 1265807.876480 96502.702422 120.088302 221.421389 1.818374 223.239763 34188.125273 29745.015483 0.449876 0.569368 1272.371783 3.671949 998.695716 18.000106 4.580319 0.741747 0.264900 4.912697 18.883674 0.202516 0.007888 
MP31 86.763285 0.186416 0.214855 0.029054 1169287.504216 1265792.237571 96504.733356 120.085683 225.668253 1.821860 227.490113 34168.238444 29645.485940 0.439999 0.569055 1244.421279 3.669892 998.696082 18.999977 4.013541 0.743169 0.270698 5.135781 18.881785 0.198069 0.007884 
MP32 86.519204 0.183405 0.211981 0.029049 1169151.578541 1265657.659448 96506.080907 120.071786 230.200354 1.836819 232.037173 34158.441305 29553.611418 0.430064 0.568992 1216.254264 3.669271 998.694285 18.999977 4.475722 0.749271 0.276920 5.375797 18.890823 0.193597 0.007883 
MP33 86.022662 0.175442 0.203948 0.029050 1169209.126026 1265717.202146 96508.076120 120.077661 234.426092 1.828516 236.254609 34161.175861 29386.352828 0.419986 0.568995 1187.782114 3.669383 998.694653 20.000139 3.906498 0.745884 0.283567 5.636886 18.889013 0.189060 0.007883 
MP34 86.508497 0.182073 0.210468 0.026028 1171290.544430 1267800.160309 96509.615879 120.155207 211.336733 1.768707 213.105440 30627.147510 26495.084909 0.419663 0.509640 1187.249952 3.287668 998.691179 16.999945 4.552053 0.721487 0.254182 5.652004 18.909220 0.188915 0.007061 
MP35 86.911550 0.188972 0.217431 0.026039 1171220.993047 1267730.312338 96509.319292 120.148756 207.289350 1.780737 209.070087 30638.363543 26628.276676 0.429925 0.509868 1216.249132 3.289054 998.689623 16.999945 4.139303 0.726394 0.248226 5.385383 18.917092 0.193534 0.007064 
MP36 87.261466 0.192458 0.220553 0.026053 1171194.069592 1267703.826013 96509.756420 120.146617 203.531101 1.751278 205.282379 30654.224441 26749.325625 0.439852 0.510146 1244.321336 3.290816 998.689464 16.999945 3.756039 0.714377 0.242756 5.145015 18.917872 0.198003 0.007068 
MP37 87.478066 0.188773 0.215795 0.026068 1171265.141180 1267775.277711 96510.136532 120.154659 199.616173 1.746602 201.362775 30673.197934 26832.320410 0.449790 0.510411 1272.478419 3.292637 998.688019 16.000073 4.356669 0.712470 0.237516 4.920145 18.925338 0.202477 0.007071 
