MP_Name eta e.eta f.eta Q_A p_Duese_rel p_Duese_abs p_amb H_tot M_Generator M_Lager M_mech P_hyd P_mech ku kcm n_rpm v_ME rho Masse_Aufgelegt Masse_Generator_Sensor Masse_Lager_Sensor phi psi T_Water n_ED Q_ED 
[] [%] [%] [%] [m^3/s] [Pa(r)] [Pa(a)] [Pa(a)] [m] [Nm] [Nm] [Nm] [W] [W] [-] [-] [rpm] [m/s] [kg/m^3] [kg] [kg] [kg] [-] [-] [°C] [-] [-] 
MP01 84.142237 0.164080 0.195003 0.035058 1167016.073980 1263277.205201 96261.131221 120.238664 223.119593 2.363416 225.483009 41256.755586 34714.357110 0.519486 0.686213 1470.167055 4.428272 998.094971 18.999977 3.753630 0.964079 0.276482 3.674726 21.736831 0.233851 0.009507 
MP02 84.538017 0.163759 0.193711 0.035065 1166928.055505 1263185.933775 96257.878271 120.230017 228.611002 2.359725 230.970727 41261.211903 34881.410433 0.509603 0.686361 1442.143504 4.429068 998.095079 18.999977 4.313640 0.962574 0.281905 3.818639 21.736257 0.229402 0.009509 
MP03 84.837630 0.164318 0.193685 0.035065 1166845.523599 1263104.328592 96258.804992 120.221749 233.919106 2.367408 236.286513 41258.900789 35003.073562 0.499893 0.686394 1414.616204 4.429130 998.093941 20.000139 3.854796 0.965708 0.287395 3.968424 21.741232 0.225031 0.009510 
MP04 85.186921 0.163330 0.191732 0.035059 1166864.268191 1263124.482505 96260.214314 120.223472 239.839729 2.370974 242.210702 41251.711574 35141.063107 0.489585 0.686261 1385.456673 4.428302 998.092414 20.000139 4.458578 0.967162 0.293389 4.137300 21.748037 0.220391 0.009508 
MP05 85.346500 0.161437 0.189155 0.035043 1166809.833966 1263068.801832 96258.967866 120.216878 245.165559 2.369526 247.535085 41231.479143 35189.624515 0.479729 0.685980 1357.529424 4.426367 998.093738 21.000010 4.001832 0.966572 0.299293 4.309071 21.742097 0.215954 0.009504 
MP06 85.346056 0.160316 0.187842 0.035056 1166918.446036 1263179.768265 96261.322228 120.228545 250.592645 2.371126 252.963771 41250.299765 35205.504106 0.469623 0.686192 1328.995841 4.427952 998.094967 21.999881 3.555412 0.967224 0.305829 4.496502 21.736748 0.211405 0.009507 
MP07 85.325021 0.158842 0.186161 0.035046 1166827.507134 1263090.538148 96263.031014 120.219112 255.807099 2.364084 258.171183 41235.837356 35184.486791 0.459894 0.686034 1301.412092 4.426761 998.091645 21.999881 4.087179 0.964352 0.312227 4.688781 21.751421 0.207025 0.009505 
MP08 85.079141 0.157532 0.185159 0.035050 1166707.825187 1262971.436550 96263.611363 120.207219 260.979506 2.362031 263.341537 41235.362369 35082.692295 0.449582 0.686129 1272.169356 4.427154 998.090321 23.000042 3.614497 0.963514 0.319432 4.906319 21.757182 0.202383 0.009506 
MP09 84.854410 0.159121 0.187523 0.035047 1166778.529362 1263041.050826 96262.521464 120.214051 266.054332 2.358390 268.412722 41235.266657 34989.942230 0.439910 0.686068 1244.834198 4.426882 998.092584 23.000042 4.132025 0.962029 0.326427 5.124458 21.747201 0.198029 0.009505 
