MP_Name eta e.eta f.eta Q_A p_Duese_rel p_Duese_abs p_amb H_tot M_Generator M_Lager M_mech P_hyd P_mech ku kcm n_rpm v_ME rho Masse_Aufgelegt Masse_Generator_Sensor Masse_Lager_Sensor phi psi T_Water n_ED Q_ED 
[] [%] [%] [%] [m^3/s] [Pa(r)] [Pa(a)] [Pa(a)] [m] [Nm] [Nm] [Nm] [W] [W] [-] [-] [rpm] [m/s] [kg/m^3] [kg] [kg] [kg] [-] [-] [°C] [-] [-] 
MP01 83.200238 0.162653 0.195496 0.035007 1167405.729089 1263657.381142 96251.652053 120.282403 220.456658 2.230326 222.686983 41208.764818 34285.790357 0.519421 0.685080 1470.248400 4.421767 998.037557 18.499896 3.982146 0.909789 0.276061 3.675758 21.990920 0.233821 0.009491 
MP02 83.552451 0.162787 0.194832 0.035019 1167202.154756 1263455.375837 96253.221081 120.261773 225.631895 2.305254 227.937149 41216.670802 34437.538686 0.509746 0.685385 1442.741003 4.423354 998.042112 18.499896 4.509914 0.940354 0.281425 3.816575 21.970696 0.229466 0.009496 
MP03 83.732349 0.166772 0.199173 0.035023 1167130.652459 1263386.355774 96255.703315 120.254511 230.697223 2.313570 233.010793 41218.571519 34513.277972 0.499759 0.685477 1414.430305 4.423819 998.043498 19.500058 4.026311 0.943746 0.287088 3.970638 21.964532 0.224971 0.009497 
MP04 84.049360 0.157322 0.187178 0.034998 1167036.333277 1263293.037935 96256.704658 120.243165 236.351211 2.312902 238.664114 41184.640720 34615.426861 0.489388 0.685009 1385.013325 4.420585 998.045589 19.500058 4.602902 0.943474 0.292971 4.140754 21.955241 0.220302 0.009490 
MP05 84.230884 0.159598 0.189477 0.034992 1166993.424643 1263251.499698 96258.075055 120.238675 241.694657 2.302500 243.997157 41176.880584 34683.650428 0.479644 0.684919 1357.411165 4.419924 998.043985 20.499929 4.147952 0.939230 0.298884 4.310714 21.962259 0.215916 0.009489 
MP06 84.178489 0.157697 0.187337 0.035015 1166920.872411 1263178.723750 96257.851339 120.232648 246.880879 2.294595 249.175474 41200.968655 34682.352794 0.469670 0.685372 1329.151973 4.422736 998.042993 21.500091 3.676678 0.936006 0.305433 4.495689 21.966549 0.211426 0.009495 
MP07 84.107628 0.159484 0.189618 0.035013 1167002.833514 1263260.491912 96257.658398 120.240655 252.073569 2.284343 254.357912 41201.738955 34653.805263 0.459707 0.685315 1300.999296 4.422514 998.045228 21.500091 4.206225 0.931824 0.312026 4.692680 21.956796 0.206941 0.009495 
MP08 83.964596 0.157774 0.187906 0.035003 1166902.795173 1263161.721090 96258.925917 120.230022 257.285118 2.272479 259.557598 41187.011072 34582.507640 0.449591 0.685161 1272.313448 4.421329 998.044194 22.499962 3.737825 0.926985 0.318976 4.906254 21.961251 0.202387 0.009492 
MP09 83.760406 0.157546 0.188092 0.035004 1166887.539640 1263149.021357 96261.481717 120.228488 262.407956 2.263239 264.671195 41187.101120 34498.483172 0.439836 0.685176 1244.700043 4.421395 998.044240 22.499962 4.260249 0.923215 0.326057 5.126290 21.961038 0.197996 0.009493 
