MP_Name eta e.eta f.eta Q_A p_Duese_rel p_Duese_abs p_amb H_tot M_Generator M_Lager M_mech P_hyd P_mech ku kcm n_rpm v_ME rho Masse_Aufgelegt Masse_Generator_Sensor Masse_Lager_Sensor phi psi T_Water n_ED Q_ED 
[] [%] [%] [%] [m^3/s] [Pa(r)] [Pa(a)] [Pa(a)] [m] [Nm] [Nm] [Nm] [W] [W] [-] [-] [rpm] [m/s] [kg/m^3] [kg] [kg] [kg] [-] [-] [°C] [-] [-] 
MP01 85.331000 0.176218 0.206511 0.035050 1166381.644812 1261032.506151 94650.861339 120.108031 226.465647 1.995997 228.461644 41224.879131 35177.601428 0.519838 0.686425 1470.362129 4.427234 998.642520 18.999977 4.094858 0.814203 0.276380 3.669741 19.146314 0.234009 0.009510 
MP02 85.825359 0.171873 0.200259 0.035047 1166392.824707 1261040.026878 94647.202171 120.109273 232.220324 2.028942 234.249266 41221.363875 35378.383468 0.509885 0.686357 1442.218720 4.426822 998.640114 18.999977 4.681717 0.827641 0.281747 3.814406 19.158454 0.229529 0.009509 
MP03 86.236840 0.176931 0.205169 0.035068 1166236.476821 1260882.685956 94646.209135 120.094580 238.049035 2.024538 240.073574 41240.618479 35564.606280 0.500165 0.686805 1414.637055 4.429435 998.639335 20.000139 4.275964 0.825845 0.287410 3.964069 19.162200 0.225153 0.009515 
MP04 86.468083 0.172830 0.199877 0.035043 1166228.095632 1260874.605107 94646.509475 120.092188 243.653116 2.024386 245.677502 41210.736876 35634.133977 0.489716 0.686327 1385.071533 4.426309 998.640379 20.000139 4.847465 0.825783 0.293338 4.135074 19.156926 0.220450 0.009509 
MP05 86.710315 0.170673 0.196831 0.035050 1166274.983230 1260924.005927 94649.022697 120.097088 249.411564 2.018096 251.429660 41221.050724 35742.902951 0.479963 0.686455 1357.515181 4.427225 998.642911 21.000010 4.434837 0.823217 0.299355 4.304817 19.144214 0.216059 0.009510 
MP06 86.618321 0.173209 0.199968 0.035101 1166143.010248 1260787.824468 94644.814220 120.086569 254.872133 2.016753 256.888886 41277.122844 35753.550565 0.469924 0.687479 1329.062008 4.433638 998.642401 21.999881 3.991831 0.822669 0.306206 4.490603 19.146622 0.211540 0.009525 
MP07 86.512937 0.172227 0.199076 0.035080 1166187.227889 1260815.278793 94628.050904 120.090481 259.988318 1.967957 261.956274 41253.789556 35689.865005 0.460005 0.687060 1301.030514 4.431009 998.637500 21.999881 4.513577 0.802764 0.312618 4.686394 19.171353 0.207075 0.009519 
MP08 86.409919 0.176306 0.204035 0.035048 1166113.665227 1260740.545002 94626.879775 120.081288 265.285071 1.965390 267.250461 41212.711022 35611.870168 0.449924 0.686456 1272.470432 4.426941 998.636189 23.000042 4.053576 0.801717 0.319341 4.898821 19.177872 0.202537 0.009510 
MP09 85.967218 0.172578 0.200749 0.035083 1166029.770054 1260654.924920 94625.154867 120.074789 270.138042 1.963061 272.101103 41251.686056 35462.926931 0.440068 0.687161 1244.559479 4.431370 998.635624 23.000042 4.548479 0.800767 0.326830 5.120645 19.180618 0.198100 0.009520 
MP10 85.589558 0.171650 0.200550 0.035064 1166034.780069 1260650.204021 94615.423952 120.074253 275.070426 1.968814 277.039240 41229.070092 35287.779005 0.430090 0.686789 1216.338407 4.428962 998.635284 23.999914 4.051609 0.803114 0.334231 5.361041 19.182312 0.193608 0.009515 
MP11 85.218381 0.169843 0.199303 0.035056 1166025.682138 1260628.159325 94602.477187 120.072963 280.555872 1.946729 282.502601 41219.799800 35126.846195 0.419851 0.686646 1187.375518 4.428016 998.634727 23.999914 4.611011 0.794105 0.342311 5.625727 19.185077 0.188999 0.009513 
MP12 85.803847 0.168253 0.196090 0.032053 1167923.585160 1262512.404883 94588.819723 120.102769 258.279606 1.890780 260.170386 37697.373615 32345.796781 0.419744 0.627735 1187.220464 4.048616 998.634901 21.999881 4.339324 0.771283 0.313022 5.636355 19.186357 0.188951 0.008697 
MP13 86.287451 0.172417 0.199817 0.032060 1167798.532874 1262377.158683 94578.625809 120.090453 253.570749 1.900216 255.470965 37702.250116 32532.310753 0.429952 0.627913 1216.031276 4.049557 998.634348 21.999881 3.859117 0.775132 0.305676 5.371868 19.188971 0.193546 0.008699 
MP14 86.638272 0.175319 0.202358 0.032064 1167842.930016 1262415.437551 94572.507535 120.095185 248.823797 1.884500 250.708297 37708.121088 32669.664579 0.439961 0.627974 1244.363751 4.050028 998.634323 21.000010 4.374897 0.768721 0.298751 5.130227 19.189134 0.198052 0.008700 
MP15 86.994013 0.178432 0.205108 0.032046 1167678.679102 1262256.075941 94577.396840 120.077418 244.133952 1.879262 246.013214 37681.868057 32780.969094 0.449918 0.627676 1272.432450 4.047805 998.634957 21.000010 3.896629 0.766584 0.292001 4.905694 19.185764 0.202534 0.008696 
MP16 87.293233 0.177212 0.203008 0.032044 1167681.253827 1262265.833451 94584.579624 120.078009 239.504586 1.877130 241.381716 37679.586438 32891.729302 0.460099 0.627635 1301.228958 4.047554 998.631346 20.000139 4.424400 0.765714 0.285521 4.690996 19.203960 0.207117 0.008696 
MP17 87.386717 0.178134 0.203846 0.032044 1167653.100371 1262235.235275 94582.134904 120.075219 234.680294 1.874055 236.554349 37678.823529 32926.287073 0.469987 0.627645 1329.178187 4.047569 998.630678 20.000139 3.932421 0.764460 0.279518 4.495685 19.207281 0.211569 0.008696 
MP18 87.252464 0.177988 0.203992 0.032064 1167648.996169 1262237.711663 94588.715494 120.075756 229.548570 1.870768 231.419338 37702.477725 32896.340627 0.479978 0.628034 1357.435883 4.050089 998.631384 18.999977 4.409253 0.763119 0.273870 4.310442 19.203740 0.216066 0.008701 
MP19 87.091178 0.181393 0.208280 0.032077 1167627.643230 1262231.764519 94604.121290 120.074156 224.584075 1.864200 226.448275 37717.276127 32848.420046 0.489803 0.628293 1385.213931 4.051730 998.632204 18.999977 3.902977 0.760440 0.268487 4.139220 19.199627 0.220489 0.008705 
MP20 86.961651 0.184770 0.212473 0.032044 1167644.962362 1262252.586230 94607.623868 120.073979 219.340893 1.857676 221.198569 37678.414018 32765.771056 0.500166 0.627646 1414.521202 4.047553 998.634049 18.000106 4.368151 0.757779 0.262653 3.969528 19.190370 0.225154 0.008696 
MP21 86.429017 0.181125 0.209565 0.032079 1167585.148533 1262191.523917 94606.375384 120.069938 213.926859 1.855615 215.782473 37717.770817 32599.098377 0.510121 0.628335 1442.649414 4.051926 998.631865 18.000106 3.816031 0.756938 0.257810 3.816057 19.201286 0.229635 0.008705 
MP22 86.009232 0.180402 0.209747 0.032053 1167611.751182 1262208.642495 94596.891314 120.071419 208.599032 1.850534 210.449567 37687.422595 32414.662634 0.520085 0.627818 1470.838036 4.048621 998.630779 16.999945 4.272863 0.754866 0.252663 3.671277 19.206761 0.234121 0.008698 
MP23 86.639501 0.189877 0.219157 0.029052 1168996.157612 1263591.496625 94595.339013 120.063671 190.381864 1.808789 192.190653 34156.486431 29593.009243 0.519939 0.569053 1470.375469 3.669544 998.630262 14.999912 4.415120 0.737837 0.229078 3.677945 19.210950 0.234055 0.007884 
MP24 87.272426 0.190875 0.218712 0.029049 1168904.990750 1263494.621296 94589.630546 120.054217 195.499869 1.808306 197.308175 34150.669054 29804.117431 0.510086 0.569023 1442.455979 3.669207 998.630412 16.000073 3.936890 0.737640 0.233490 3.821401 19.210078 0.229619 0.007883 
MP25 87.659858 0.193717 0.220988 0.029056 1168890.482959 1263471.334761 94580.851802 120.053113 200.316039 1.806399 202.122439 34158.381359 29943.188744 0.500262 0.569160 1414.669207 3.670071 998.629961 16.000073 4.428041 0.736862 0.238133 3.972947 19.212309 0.225197 0.007885 
MP26 87.801004 0.186536 0.212453 0.029069 1168893.802777 1263474.078825 94580.276048 120.054145 205.030122 1.813831 206.843953 34174.769428 30005.790737 0.489863 0.569426 1385.267446 3.671802 998.629584 16.000073 4.908780 0.739894 0.243301 4.143399 19.214209 0.220516 0.007889 
MP27 87.964176 0.190980 0.217111 0.029057 1168886.976043 1263479.537276 94592.561234 120.052807 209.587048 1.808845 211.395893 34160.291981 30048.819394 0.480005 0.569194 1357.382511 3.670285 998.630188 16.999945 4.373621 0.737860 0.248197 4.315357 19.211192 0.216078 0.007886 
MP28 88.005793 0.184353 0.209479 0.029058 1168860.738165 1263454.939192 94594.201028 120.050234 214.144166 1.804950 215.949116 34160.514473 30063.231777 0.470115 0.569216 1329.399825 3.670390 998.629632 18.000106 3.838192 0.736271 0.253429 4.498839 19.213958 0.211626 0.007886 
MP29 87.974984 0.182977 0.207988 0.029054 1168885.467898 1263479.001854 94593.533956 120.052537 218.668316 1.799926 220.468243 34156.718557 30049.367582 0.460261 0.569136 1301.549464 3.669910 998.629987 18.000106 4.299562 0.734222 0.258818 4.693527 19.212203 0.207190 0.007885 
MP30 87.569910 0.185846 0.212225 0.029068 1168904.476160 1263490.963610 94586.487450 120.055062 222.759484 1.793478 224.552962 34172.843061 29925.127939 0.450016 0.569387 1272.590306 3.671564 998.630283 18.000106 4.716777 0.731591 0.264827 4.909649 19.210718 0.202578 0.007889 
