MP_Name eta e.eta f.eta Q_A p_Duese_rel p_Duese_abs p_amb H_tot M_Generator M_Lager M_mech P_hyd P_mech ku kcm n_rpm v_ME rho Masse_Aufgelegt Masse_Generator_Sensor Masse_Lager_Sensor phi psi T_Water n_ED Q_ED 
[] [%] [%] [%] [m^3/s] [Pa(r)] [Pa(a)] [Pa(a)] [m] [Nm] [Nm] [Nm] [W] [W] [-] [-] [rpm] [m/s] [kg/m^3] [kg] [kg] [kg] [-] [-] [°C] [-] [-] 
MP01 85.898399 0.177155 0.206238 0.035038 1165972.417114 1263627.699236 97655.282122 120.097313 227.785776 2.035087 229.820863 41195.732955 35386.475118 0.519855 0.686214 1470.344953 4.425680 998.376100 18.999977 4.229484 0.830148 0.276287 3.669518 20.451851 0.234017 0.009507 
MP02 86.495176 0.175151 0.202498 0.035049 1166695.858940 1264355.575786 97659.716845 120.171817 234.068002 2.058417 236.126419 41234.044586 35665.459544 0.509804 0.686214 1442.363171 4.427049 998.376181 18.999977 4.870142 0.839665 0.281734 3.815641 20.452254 0.229492 0.009507 
MP03 87.080493 0.181446 0.208366 0.035029 1166555.493150 1264217.284085 97661.790935 120.156429 240.207169 2.061111 242.268280 41206.166790 35882.533168 0.499936 0.685882 1414.353344 4.424624 998.375817 20.000139 4.496049 0.840764 0.287156 3.967792 20.453829 0.225050 0.009502 
MP04 87.331020 0.179364 0.205384 0.035040 1166541.529479 1264208.535503 97667.006023 120.155744 246.036963 2.053394 248.090357 41217.698553 35995.836427 0.489746 0.686081 1385.523089 4.425894 998.374406 20.000139 5.090568 0.837616 0.293215 4.134591 20.460480 0.220463 0.009505 
MP05 87.388946 0.173014 0.197982 0.035107 1166421.818629 1264091.929235 97670.110606 120.147179 251.836597 2.044139 253.880735 41294.768604 36087.063179 0.479806 0.687436 1357.354148 4.434478 998.376206 21.999881 3.682269 0.833840 0.299881 4.307531 20.451866 0.215989 0.009524 
MP06 87.693025 0.177977 0.202954 0.035036 1166408.797816 1264079.493045 97670.695229 120.141782 257.540014 2.036674 259.576688 41208.757471 36137.205896 0.469940 0.686050 1329.414055 4.425441 998.376079 21.999881 4.263900 0.830795 0.305559 4.490446 20.452452 0.211548 0.009505 
MP07 87.588431 0.171987 0.196358 0.035075 1166239.542659 1263908.184404 97668.641745 120.126761 263.108842 2.020924 265.129766 41249.779749 36130.034800 0.460035 0.686862 1301.311518 4.430401 998.375847 21.999881 4.831806 0.824370 0.312508 4.685808 20.453359 0.207089 0.009516 
MP08 87.457385 0.170351 0.194782 0.035033 1166410.827836 1264078.324955 97667.497119 120.142042 268.475031 1.995913 270.470944 41205.421113 36037.183785 0.449763 0.685994 1272.335398 4.425081 998.374274 23.000042 4.378886 0.814168 0.319241 4.902395 20.460966 0.202464 0.009504 
MP09 86.973100 0.170778 0.196357 0.035069 1166329.094509 1263994.870852 97665.776343 120.136017 273.298497 1.986391 275.284888 41245.434345 35872.432823 0.439889 0.686713 1244.370885 4.429610 998.371941 23.000042 4.870780 0.810284 0.326749 5.124865 20.471877 0.198019 0.009514 
MP10 86.499584 0.170992 0.197679 0.035066 1166258.105788 1263923.991239 97665.885451 120.128684 278.065075 1.986840 280.051914 41239.131815 35671.677460 0.429994 0.686672 1216.343864 4.429207 998.371099 23.999914 4.357001 0.810467 0.334248 5.363438 20.475770 0.193565 0.009513 
MP11 86.029823 0.164346 0.191033 0.035030 1166175.668865 1263843.349780 97667.680916 120.118518 283.140285 1.974218 285.114504 41193.838277 35438.986189 0.419622 0.686006 1186.952560 4.424728 998.368779 23.999914 4.874568 0.805319 0.342178 5.631961 20.486622 0.188896 0.009504 
